부서명,소속,직위,전화번호,담당업무
세무관리과,납세자보호팀,주무관,02-3423-5703,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수[논현동 도산대로, 논현동 논현로]"
세무관리과,납세자보호팀,주무관,02-3423-5442,"○ 법인 및 개인 납세자 소송 수행 ○ 지방세 소송 종합방침 계획 수립 ○ 지방세 소송 업무보고 총괄, 팀 현안업무 ○ 지방세 소송 구의회 구정 질문 및 행정사무감사"
세무관리과,납세자보호팀,주무관,02-3423-5442,"○ 법인 및 개인 납세자 소송 수행 ○ 소송비용 청구 총괄, 중요 소송 사례전파 ○ 불합리한 지방세 법령 제도개선 건의 등"
세무관리과,38세금징수1팀,팀장,02-3423-5621,○ 38세금징수1팀 업무 총괄
세무관리과,38세금징수1팀,주무관,02-3423-5622,"○ 부동산 압류 및 해제 총괄 ○ 관허사업제한 총괄 ○ 체납징수(신사동, 압구정동)"
세무관리과,38세금징수1팀,주무관,02-3423-5712,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수 [역삼1동 테헤란로 홀수, 개포4동]"
세무관리과,38세금징수1팀,주무관,02-3423-5624,"○ 체납 전산관리, 체납고지서 출력 ○ 급여, 금융채권 압류 및 해제 ○ 체납징수[역삼1동]"
세무관리과,38세금징수1팀,주무관,02-3423-5625,○ 환급금 압류총괄 ○ 출국금지 총괄 ○ 기타 채권압류총괄 ○ 체납징수[논현2동]
세무관리과,38세금징수1팀,주무관,02-3423-5626,"○ 교부청구 ○ 공탁금 출급, 공탁금 압류 및 해제"
세무관리과,38세금징수1팀,주무관,02-3423-5629,○ 제증명 창구 총괄 ○ 체납 사실조회 및 회신 ○ 자동차 일괄압류 및 해제 총괄
세무관리과,38세금징수1팀,주무관,02-3423-5627,"○ 개인회생, 파산 ○ 안심상속 재산조회 ○ 제증명 발급, 자동차 일괄압류 및 해제"
세무관리과,38세금징수2팀,팀장,02-3423-5670,○ 법인3팀 업무 총괄
세무관리과,38세금징수2팀,주무관,02-3423-5636,"○ 부동산 신탁재산 압류 및 해제 총괄 ○ 체납징수 [세곡동, 수서동, 일원동]"
세무관리과,38세금징수2팀,주무관,02-3423-5639,"○ 법원배당금, 출자증권, 무체재산권 압류 및 해제 총괄 ○ 체납징수 [청담동, 개포동]"
세무관리과,38세금징수2팀,주무관,02-3423-5638,"○ 부동산공매, 동산압류, 납세담보 총괄 ○ 사망자(미상속재산) 압류 및 해제 총괄 ○ 외국인체납자 관리 총괄 ○ 제2차납세의무자 지정 총괄 ○ 체납징수(대치동)"
세무관리과,38세금징수2팀,주무관,02-3423-5637,"○ 명단공개 및 관세청 체납처분 위탁 총괄 ○ 정리보류 및 시효완성정리 총괄 ○ 체납징수(삼성동, 도곡동)"
세무관리과,38세금징수2팀,주무관,02-3423-5759,○ 고액체납징수
세무관리과,38세금징수2팀,주무관,02-3423-5659,○ 고액체납징수
세무관리과,세외수입팀,팀장,02-3423-5630,○ 세외수입팀 업무총괄
세무관리과,세외수입팀,주무관,02-3423-5631,"○ 세외수입 부동산・채권 압류 및 해제 총괄 ○ 세외수입 부동산 공매, 관허사업 제한 등"
세무관리과,세외수입팀,주무관,02-3423-5632,"○ 세외수입 총괄, 조례개정 등"
세무관리과,세외수입팀,주무관,02-3423-5735,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수[대치동 선릉로, 영동대로, 역삼로, 남부순환로]"
세무관리과,세외수입팀,주무관,02-3423-5634,"○ 세외수입(일반회계) 현계 총괄 및 징수보고서, 연감 작성 등 ○ 세외수입 전산 총괄"
세무관리과,번호판영치팀,팀장,02-3423-5614,○ 번호판영치팀 업무총괄
세무관리과,번호판영치팀,주무관,02-3423-5645,○ 자동차세 체납차량 공매
세무관리과,번호판영치팀,주무관,02-3423-5616,"○ 영치 계획 및 업무총괄, 번호판 일일영치 및 징수실적 관리 총괄"
세무관리과,번호판영치팀,주무관,02-3423-5617,○ 영치 계획 및 업무총괄 ○ 체납차량 견인 총괄
세무관리과,번호판영치팀,주무관,,○ 체납차량 번호판영치
세무관리과,번호판영치팀,주무관,,○ 체납차량 번호판영치
세무관리과,번호판영치팀,주무관,,○ 체납차량 번호판영치
세무관리과,번호판영치팀,주무관,02-3423-5619,○ 체납차량 번호판영치
재산세과,재산세과,과장,02-3423-5640,○ 재산세과 업무총괄
재산세과,재산세통총괄팀,팀장,02-3423-5660,○ 재산1팀 총괄
재산세과,재산세통총괄팀,주무관,02-3423-5642,"○ 재산세 총괄(정기분 부과징수, 독촉장 발송) ○ 주요업무보고 총괄, 현안업무(부서평가 및 복무사항 포함) ○ 구의회 구정 질문 및 행정사무감사 총괄 ○ 조례 개정, 부서 감사업무 총괄, 예산(시책업무)"
재산세과,재산세통총괄팀,주무관,02-3423-5643,"○ 서무(예산, 회계, 봉급, 수당, 물품, 보안 등) ○ 부서 청렴, 에너지절약, 보안 ○ 환경순찰, 문서접수"
재산세과,재산세통총괄팀,주무관,02-3423-5647,"○ 재산세,취득세,등록면허세(등록) 부과징수 - (개인) 청담동"
재산세과,재산세통총괄팀,주무관,02-3423-5646,"○ 이의신청 총괄 ○ 재산세,취득세,등록면허세(등록) 부과징수 - (개인) 압구정동"
재산세과,재산세통총괄팀,주무관,02-3423-5648,"○ 재산세,취득세,등록면허세(등록) 부과징수 - (개인) 삼성2동"
재산세과,재산세통총괄팀,주무관,02-3423-5649,"○ 재산세,취득세,등록면허세(등록) 부과징수 - (개인) 삼성1동, 개포1동 ○ 재산조회총괄"
재산세과,재산세통총괄팀,주무관,02-3423-5645,"○ 재산세,취득세,등록면허세(등록) 부과징수 - (개인) 세곡동, 자곡동, 율현동"
재산세과,재산세총괄팀,주무관,0234235644,"○ 재산세,취득세,등록면허세(등록) 부과징수 - (개인) 압구정동"
재산세과,재산세팀,팀장,02-3423-5651,○ 재산세팀 업무총괄
재산세과,재산세과,주무관,02-3423-5664,"○ 취득세 총괄 ○ 재산세,취득세,등록면허세(등록) 부과징수 : (개인) 대치1동,일원본동"
재산세과,재산세팀,주무관,02-3423-5652,"○ 재산세,취득세,등록면허세(등록) 부과징수 - (개인) 도곡1,2동"
재산세과,재산세팀,주무관,02-3423-5653,"○ 재산세,취득세,등록면허세(등록) 부과징수 - (개인)역삼2동 ○ 개인 비과세 감면 및 사후관리 총괄"
재산세과,재산세팀,주무관,02-3423-5654,"○ 재산세,취득세,등록면허세(등록) 부과징수 - (개인)역삼1B(650-706, 735-753, 789-799, 900번지대) ○ 현년도 체납 총괄"
재산세과,재산세팀,주무관,02-3423-5655,"○ 재산세,취득세,등록면허세(등록) 부과징수 - (개인) 개포2동"
재산세과,재산세팀,주무관,02-3423-5650,"○ 재산세,취득세,등록면허세(등록) 부과징수 - (개인) 개포4동, 수서동"
재산세과,재산세팀,주무관,02-3423-5656,"○ 재산세,취득세,등록면허세(등록) 부과징수 및 법인조사 - (법인) 논현1동, 도곡1동"
재산세과,부동산취득세팀,팀장,02-3423-5661,○ 부동산취득세팀 업무총괄
재산세과,부동산취득세팀,주무관,02-3423-5663,"○ 부동산취득세,재산세, 등록면허세(등록분)개인(논현1동,일원1동)"
재산세과,부동산취득세팀,주무관,02-3423-5665,"○ 취득세,등록면허세(등록),재산세 부과징수 - (개인) 논현2동 ○ 등기자료 보고 총괄"
재산세과,부동산취득세팀,주무관,02-3423-5667,"○ 취득세,등록면허세(등록),재산세 부과징수 - (개인) 대치2동, 개포3동"
재산세과,부동산취득세팀,주무관,02-3423-5689,○ 취득세 및 등록면허세(등록) 신고 접수
재산세과,부동산취득세팀,주무관,02-3423-5688,○ 취득세 및 등록면허세(등록) 신고 접수
재산세과,부동산취득세팀,주무관,02-3423-5688,○ 취득세 및 등록면허세(등록) 신고 접수
재산세과,법인조사팀,팀장,02-3423-5445,○ 법인조사팀 업무 총괄
재산세과,법인조사팀,주무관,02-3423-5446,○ 법인 기획・직접 세무조사 총괄 ○ 세원발굴 포상금 및 실적관리 ○ 세무조사 관련 조례 등 정비
재산세과,법인조사팀,주무관,02-3423-5447,○ 법인 직접 서면조사 총괄
재산세과,법인조사팀,주무관,02-3423-5448,
재산세과,법인조사팀,주무관,02-3423-5666,○ 대치2동 취득세・재산세 부과・징수 ○ 지역자원시설세 총ㄱ왈
재산세과,법인조사팀,주무관,02-3423-5449,"○ 과점주주 기획조사 총괄 ○ 법인조사팀 불복업무 총괄 ○ 세무조사 및 부과・징수, 불복업무"
재산세과,법인총괄팀,팀장,02-3423-5671,○ 법인1팀 업무총괄
재산세과,법인총괄팀,주무관,02-3423-5673,"○ 법인 총괄(외부감사, 지도점검) ○ 재산세,취득세,등록면허세(등록) 부과징수 - (법인) 역삼1동A, 일원동 ○ 소관 업무 관련 지방세 불복업무"
재산세과,법인총괄팀,주무관,02-3423-5677,"○ 재산세,취득세,등록면허세(등록) 부과징수 - (법인) 역삼2동, 세곡동"
재산세과,법인총괄팀,주무관,02-3423-5675,"○ 재산세,취득세,등록면허세(등록) 부과징수 - (법인) 신사동, 압구정동"
재산세과,법인총괄팀,주무관,02-3423-5675,"○ 재산세, 취득세, 등록면허세(등록) 부과징수 - (법인) 신사동, 압구정동"
재산세과,법인1팀,팀장,02-3423-5607,"○ 현계 총괄, 구세 현계"
재산세과,법인1팀,주무관,02-3423-5683,"○ 재산세,취득세,등록면허세(등록) 부과징수 및 법인조사 - (법인) 삼성2동, 도곡2동"
재산세과,법인1팀,주무관,02-3423-5684,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수[삼성동(삼성로, 선릉로)]"
재산세과,법인1팀,주무관,02-3423-5685,"○ 과세전적부심 총괄 ○ 재산세,취득세,등록면허세(등록) 부과징수 및 법인조사 - (법인) 논현2동"
재산세과,법인1팀,주무관,02-3423-5668,"○ 재산세,취득세,등록면허세(등록) 부과징수 -법인1팀 재산세 및 취득세"
재산세과,법인2팀,팀장,02-3423-5670,○ 법인2팀 업무 총괄
재산세과,법인2팀,주무관,02-3423-5672,"○ 재산세,취득세,등록면허세(등록) 부과징수 - (법인) 대치동"
재산세과,법인2팀,주무관,02-3423-5682,"○ 재산세,취득세,등록면허세(등록) 부과징수 - (법인) 청담동"
재산세과,법인2팀,주무관,02-3423-5678,"○ 재산세,취득세,등록면허세(등록) 부과징수 - (법인) 개포1, 2, 4동, 수서동"
재산세과,자동차세팀,팀장,02-3423-5721,○ 자동차세팀 업무 총괄
재산세과,자동차세팀,주무관,0234235722,○ 자동차세 신고분 총괄
재산세과,자동차세팀,주무관,02-3423-5723,"・자동차세팀 현안업무, 주요 업무 총괄 ・자동차세 정기분 총괄 ・자동차세 비과세 감면 총괄 ・국민고충 처리, 소송・이의신청 총괄 ・경정・연세액 신고서 등 접수, 납부서 발급"
재산세과,자동차세팀,주무관,02-3423-5724,○ 자동차세 수시분 총괄
재산세과,차량취득세팀,팀장,02-3423-5730,○ 차량취득세팀 업무 총괄
재산세과,차량취득세팀,주무관,02-3423-5727,○ 차량취득세 수시분 총괄
재산세과,차량취득세팀,주무관,02-3423-5728,○ 차량취득세 및 등록면허세 신고분 총괄
재산세과,차량취득세팀,주무관,,차량취득세 신고업무
재산세과,차량취득세팀,주무관,,차량취득세 신고업무
재산세과,차량취득세팀,주무관,,차량취득세 신고업무
지방소득세과,지방소득세과,과장,02-3423-5690,지방소득세과 업무총괄
지방소득세과,시세입총괄팀,팀장,02-3423-5700,○ 시세입총괄팀 업무총괄
지방소득세과,시세입총괄팀,주무관,02-3423-5695,"○ 사업소분,종업원분 부과 및 징수 [삼성, 대치, 세곡, 일원동]"
지방소득세과,시세입총괄팀,주무관,02-3423-5693,"○ 사업소분,종업원분 부과 및 징수 [신사, 압구정, 논현, 청담, 도곡동]"
지방소득세과,시세입총괄팀,주무관,02-3423-5691,"○ 시세입 목표달성 업무총괄 ○ 주요업무보고 총괄, 현안업무(부서평가 등) ○ 구의회 구정 질문 및 행정사무감사 총괄"
지방소득세과,시세입총괄팀,주무관,02-3423-5694,"○ 사업소분,종업원분 부과 및 징수 [역삼, 개포, 수서, 기타동]"
지방소득세과,시세입총괄팀,주무관,02-3423-5696,"○ 등록면허세(면허분) 관련 경정, 이의신청 등 처리 ○ 등록면허세(면허분) 관내분 과세자료 조사 및 부과 【관내분 중 보건소, 주택과 제외】"
지방소득세과,시세입총괄팀,주무관,02-3423-5697,○ 등록면허세(면허분) 과세자료 조사 및 부과 【보건소】
지방소득세과,시세입총괄팀,주무관,02-3423-5692,"○ 회계, 수당, 물품, 부서평가, 현안업무"
지방소득세과,시세입총괄팀,주무관,02-3423-5698,"○ 등록면허세(면허분) 과세자료 조사 및 부과 【관외분, 주택과, 식약청】"
지방소득세과,시세입총괄팀,주무관,02-3423-5699,"○ 등록면허세(면허분) 과세자료 조사 및 부과【건축과, 건설관리과, 환경과, 1회성 면허】 ○ 지방소득세 수기납부 영수증 전산입력"
지방소득세과,지방소득세1팀,팀장,02-3423-5711,○ 지방소득세1팀 업무총괄
지방소득세과,지방소득세1팀,주무관,02-3423-5713,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수 [역삼1동 강남대로, 도곡로, 개포4동]"
지방소득세과,지방소득세1팀,주무관,02-3423-5715,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수[역삼1동 논현로, 선릉로, 개포4동]"
지방소득세과,지방소득세1팀,주무관,02-3423-5712,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수[역삼1동 테헤란로 홀수, 개포4동]"
지방소득세과,지방소득세1팀,주무관,02-3423-5714,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수[역삼1동 테헤란로 짝수, 개포4동]"
지방소득세과,지방소득세1팀,주무관,02-3423-5716,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수 [역삼1동 봉은사로, 역삼로, 언주로, 개포4동]"
지방소득세과,지방소득세2팀,팀장,02-3423-5701,○ 지방소득세2팀 업무총괄
지방소득세과,지방소득세2팀,주무관,02-3423-5703,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수[논현동 도산대로, 논현로]"
지방소득세과,지방소득세2팀,주무관,02-3423-5702,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수[논현동 봉은사로, 언주로]"
지방소득세과,지방소득세2팀,주무관,02-3423-5704,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수[세곡동]"
지방소득세과,지방소득세2팀,주무관,02-3423-5705,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수 [논현동 중 학동로]"
지방소득세과,지방소득세2팀,주무관,02-3423-5706,"○지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수 [논현동 강남대로, 선릉로] ○양도소득세 관외분 접수"
지방소득세과,지방소득세3팀,팀장,02-3423-5731,○ 지방소득세3팀 업무총괄
지방소득세과,지방소득세3팀,주무관,02-3423-5732,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수 [대치4동 테헤란로, 개포1동]"
지방소득세과,지방소득세3팀,주무관,02-3423-5733,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수 [대치동 삼성로, 도곡로]"
지방소득세과,지방소득세3팀,주무관,02-3423-5735,"○지방소득세,주민세 부과징수(대치동 선릉로,영동대로,역삼로,납부순환로)"
지방소득세과,지방소득세3팀,주무관,0234235734,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수[대치2동(테헤란로) 개포2동]"
지방소득세과,지방소득세4팀,팀장,02-3423-5741,○ 지방소득세4팀 업무총괄
지방소득세과,지방소득세4팀,주무관,02-3423-5744,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수[삼성동(영동대로), 일원1동]"
지방소득세과,지방소득세4팀,주무관,02-3423-5742,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수[삼성동(삼성로, 선릉로), 개포3동]"
지방소득세과,지방소득세4팀,주무관,02-3423-5745,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수[삼성동(테헤란로), 일원본동]"
지방소득세과,지방소득세4팀,주무관,02-3423-5743,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수[삼성동(봉은사로), 개포3동]"
지방소득세과,지방소득세5팀,팀장,02-3423-5751,○ 지방소득세5팀 업무 총괄
지방소득세과,지방소득세5팀,주무관,02-3423-5755,"○ 지방소득세,주민세 부과징수 (도곡1동)"
지방소득세과,지방소득세5팀,주무관,02-3423-5752,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수[도곡2동, 기타동]"
지방소득세과,지방소득세5팀,주무관,02-3423-5754,"○ 지방소득세 및 주민세 개인분, 사업소분 부과징수[압구정동(압구정로, 논현로, 선릉로), 신사동(도산대로)]"
지방소득세과,지방소득세5팀,주무관,02-3423-5753,"○ 지방소득세 및 주민세 개인분, 사업소분 부과징수(신사동,압구정동[논현로,언주로,강남대로]) ○ 독촉분 고지서 출력"
지방소득세과,지방소득세6팀,팀장,02-3423-5431,○ 지방소득세6팀 총괄
지방소득세과,지방소득세6팀,주무관,02-3423-5435,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수 [역삼2동 (언주로, 역삼로, 선릉로, 도곡로)]"
지방소득세과,지방소득세6팀,주무관,02-3423-5432,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수[청담동 도산대로, 학동로]"
지방소득세과,지방소득세6팀,주무관,02-3423-5434,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수[청담동 선릉로, 영동대로, 수서동]"
지방소득세과,지방소득세6팀,주무관,02-3423-5433,"○ 지방소득세 및 주민세 개인분, 사업소분(구 균등분) 부과징수[역삼2동 (테헤란로, 논현로, 기타), 청담동(압구정로, 삼성로)]"
복지생활국,복지생활국,국장,02-3423-5040,복지생활국업무총괄
복지정책과,복지정책과,과장,02-3423-5760,○ 복지정책과 업무 총괄
복지정책과,복지정책팀,팀장,02-3423-5761,○ 복지정책팀 업무총괄 ○ 복지관련 현안업무 등 조정 및 지정총괄 ○ 국가보훈대상자 및 복지시설 운영 관련 민원상담 등 지원
복지정책과,복지정책팀,주무관,02-3423-5788,○ 수서명화종합복지관 리모델링 공사 ○ 태화기독교사회복지관 우리동네라운지 조성 공사 ○ 종합사회복지관 등 소관시설 안전점검 총괄 ○ 사회복지시설 균형 재배치 업무 ○ 사회복지시설 종사자 국외 연수
복지정책과,복지정책팀,주무관,02-3423-5765,○ 지역사회보장계획 수립・모니터링・평가 ○ 강남복지재단 운영・관리 ○ 종합사회복지관 운영・관리 ○ 종합사회복지관 기능보강 ○ 종합사회복지관 RE디자인 특화사업(역점사업) ○ 사회복지시설 종사자 국내 연수 ○ 강남구사회복지기관협의회 협력사업(복지포럼) ○ 사회복지공무원 인력관리 ○ 타 직원에 속하지 않는 복지현안 및 총괄업무
복지정책과,복지정책팀,주무관,02-3423-5766,"○ 국 서무 - 국 소관 주요업무계획, 현안・지시사항・ 회의자료, 예산, 행정사무감사 등 ○ 종합사회복지관 안심일자리 등 기타인력 관리업무 ○ 타 부서에 속하지 않은 국 현안업무"
복지정책과,복지정책팀,주무관,02-3423-5789,"○ 강남구 보훈단체 운영관리 및 지원 ○ 강남구 보훈회관 시설유지 관리 및 기능보강 ○ 호국보훈의 달 기념행사 추진 ○ 강남스마트복지관 운영 총괄 및 협력 기관 관리 ○ 강남스마트복지관 전담인력 관리 ○ 이재민 구호 등 재해구호 관련 업무 ○ 강남구함께나눔센터 시설 유지관리 ○ 복지시설 종사자 처우개선수당 지원, 공용차량 관리"
복지정책과,복지정책팀,주무관,02-3423-6027,"○ 국가보훈대상자 예우수당, 생활보조수당 등 지급 ○ 국가보훈대상자 관련 업무 ○ 사회복지법인 관리 ○ 사회복지시설 및 법인 회계검사 ○ 의사상자,무연고(행려) 사망자 관련 업무"
복지정책과,복지정책팀,주무관,02-3423-5763,"○ 예산・결산, 주요업무・역점사업・공약사업 총괄 ○ 의회업무, 행정감사, 충무계획, 성과관리계획 등 부서 평가 총괄, 부서 현안・지시사항 ○ 업무추진비 관련 업무 등 재무회계 ○ 일상경비 및 직원 제수당 집행, 물품관리, 홈페이지 관리 ○ 문서 접수・수발, 기록물관리, 보안업무 ○ 기타 타직원의 업무에 속하지 않은 사항"
복지정책과,복지정책팀,주무관,02-3423-6013,강남구 스마트복지관 관리 행복이음 권한 관리 맞춤형급여(복지멤버십) 총괄 복지대상자 현황관리
복지정책과,복지자원팀,팀장,02-3423-5771,○ 복지자원팀 업무 총괄
복지정책과,복지자원팀,주무관,02-3423-5793,○ 민선8기 1인가구 공약사업 추진 및 관리 ○ 1인가구 커뮤니티센터 운영 및 사업 관리 ○ 1인가구 종합지원사업 추진 및 TF 실적관리 ○ 중장기 1인가구 기본계획 수립 ○ 민관협력사업 추진 ○ 복지자원 발굴 및 관리(사회공헌사업 관련) ○ 기타 타 직원에 속하지 않는 업무
복지정책과,복지자원팀,주무관,02-3423-5774,○ 희망온돌 따뜻한 겨울나기사업 ○ 희망온돌 지역복지네트워크사업(임차보증금 지원사업 등) ○ 강남푸드지원센터 운영 및 사업관리 ○ 저소득층 대학생 교육비 지원사업
복지정책과,복지자원팀,주무관,02-3423-5777,○ 지역사회보장협의체 운영 및 관리(고립예방협의체) ○ 지역사회서비스투자사업(아동・청소년 심리지원 바우처) ○ 청년두배・꿈나래 등 통장 사업
복지정책과,희망복지팀,팀장,02-3423-5790,○ 희망복지팀 업무 총괄 ○ 소나무센터 운영 ○ 긴급복지대상 및 서비스연계 대상 주민 고질민원 상담
복지정책과,희망복지팀,주무관,02-3423-5772,"○ 통합사례관리사업 정책 수립 및 운영 ○ 통합사례관리사 채용, 복무관리, 급여지급 등 ○ 동 단위 사례관리업무 지원 및 역량 강화 ○ 소나무센터 운영 계획 수립 및 예산관리 ○ 기타 타 직원의 업무에 속하지 않는 업무"
복지정책과,희망복지팀,주무관,02-3423-5773,"○국가형 긴급복지지원사업 예산관리 및 운영 ○긴급복지지원사업(생계,주거,교육,연료비 등) (신사동, 압구정동,청담동, 삼성동, 대치동, 역삼동, 도곡동)"
복지정책과,희망복지팀,주무관,02-3423-5768,"○서울형 긴급복지지원사업 예산관리・운영 ○긴급지원사업(생계,주거,교육,연료비 등) ※ 담당동 : 논현동, 개포동, 일원동, 수서동, 세곡동 ○서울형 긴급복지사업(의료비) : 수서동, 세곡동 ○코로나19 생활지원비 사업"
복지정책과,희망복지팀,주무관,02-3423-6030,"○국가형 긴급지원사업(의료) ○서울형 긴급지원사업(의료): 일원1동, 수서동, 세곡동 제외"
복지정책과,희망복지팀,주무관,02-3423-5778,"○통합사례관리 업무 수행 ○소나무센터 사례관리 ○보건복지 콜센터(☏129) 및 드림콜 연계 종합상담(6개월 순환 업무) ○동 통합사례관리 모니터링 및 지원, 숨은 위기가구 찾기 사업 ※ 담당동 : 대치1동,대치2동,대치4동,역삼2동,수서동"
복지정책과,희망복지팀,주무관,02-3423-5779,"○통합사례관리 업무 수행 ○통합사례관리 사업비 지급업무 ○소나무센터 사례관리 ○보건복지 콜센터(☏129) 연계 종합상담(6개월 순환 업무) ○동 통합사례관리 모니터링 및 지원, 숨은 위기가구 찾기 사업 ※ 담당동 : 신사동,압구정동,청담동,개포3동"
복지정책과,희망복지팀,주무관,02-3423-5781,"○통합사례관리 업무 수행 ○통합사례관리 대상자 담당 배정, 선정 및 종결 통보 ○소나무센터 사례관리 ○보건복지 콜센터(☏129) 연계 종합상담(6개월 순환 업무) ○동 통합사례관리 모니터링 및 지원, 숨은 위기가구 찾기 사업 ※ 담당동: 역삼1동, 개포1동, 개포2동, 개포4동, 도곡1동, 도곡2동"
복지정책과,희망복지팀,주무관,02-3423-5780,"○통합사례관리 업무 수행 ○통합사례관리 역량강화교육 추진 ○소나무센터 사례관리 ○보건복지 콜센터(☏129) 연계 종합상담(6개월 순환 업무) ○동 통합사례관리 모니터링 및 지원, 숨은 위기가구 찾기 사업 ※ 담당동: 삼성1동,삼성2동,일원본동,세곡동"
복지정책과,희망복지팀,주무관,02-3423-5782,"○통합사례관리 업무 수행 ○통합사례관리 메리츠걱정해결사업 관련업무 ○소나무센터 사례관리 ○보건복지 콜센터(☏129) 연계 종합상담(6개월 순환 업무) ○동 통합사례관리 모니터링 및 지원, 숨은 위기가구 찾기 사업 ※ 담당동 : 논현1동, 논현2동, 일원1동"
복지정책과,통합돌봄팀,팀장,02-3423-6031,○ 지역돌봄팀 업무 총괄 ○ 동행센터 사업 운영 총괄 ○ 찾아가는 보건복지서비스 사업 운영 총괄 ○ 복지사각지대 발굴 및 관리 총괄 ○ 지역복지공동체 및 민・관 협력사업 운영 ○ 돌봄SOS사업 운영지원 및 사업홍보 ○ 고독사 운영・관리 및 ICT 스마트 안부확인서비스 총괄
복지정책과,통합돌봄팀,주무관,02-3423-6032,"○ 통합돌봄지원 기획・예산 운영 총괄 ○ 통합돌봄지원 사업 홍보 총괄 ○ 통합돌봄지원 조직 운영 및 인력 관리 ○ 강남구 통합돌봄지원 특화사업 추진 ○ 통합돌봄 유관 부서 및 기관 등 민관 협업체계 구축 ○ 통합돌봄 모니터링(신사동, 논현동, 압구정동, 청담동, 삼성동, 대치동)"
복지정책과,통합돌봄팀,주무관,02-3423-6034,"○ 통합돌봄지원 일상돌봄・주거・요양 분야 추진 ○ 통합돌봄지원 유관기관 발굴(일상돌봄・주거・요양) ○ 통합돌봄지원 자원 관리 ○ 통합돌봄지원 유관기관 및 실무자 교육 추진 ○ 통합돌봄지원 대상자 모니터링 및 실적 관리 ○ 통합돌봄지원 특화사업 발굴 ○ 통합돌봄 모니터링(역삼동, 개포3동, 수서동) ○ 기타 타직원에 속하지 않은 업무"
복지정책과,통합돌봄팀,주무관,02-3423-6035,○ 「찾아가는 보건복지서비스」 사업 추진 총괄(사례관리 제외) ○ 지역복지사업 평가(찾아가는 보건복지서비스 부문) 총괄 ○ 「동행센터 사업」 추진 총괄 ○ 복지대상자 연간모니터링 계획 수립 및 실적 관리 ○ 약자동행지수 지표 관리
복지정책과,통합돌봄팀,주무관,02-3423-5775,"○ 통합돌봄지원 실행계획 수립 및 추진 ○ 통합돌봄지원 조례 및 법령 관련 업무 ○ 통합돌봄지원 성과지표 관리・평가 및 자료 대응 ○ 통합돌봄 지원창구 운영 ○ 통합지원협의체, 통합지원회의 운영 ○ 가족돌봄청년 관련 업무 ○ 통합돌봄 모니터링(도곡동, 개포1・2・4동, 일원동, 세곡동)"
복지정책과,통합돌봄팀,주무관,02-3423-6036,"○ 「사회적 고립가구 고독사 예방사업」 추진 총괄 ○ 고독사 예방 공모사업(생활개선 지원, 사회적 관계망 형성) 추진 ○ 안부확인서비스(음성안부, AI안부전화, 스마트플러그, TV안부 등) 총괄 ○ 지역복지사업 평가(고독사 예방 및 관리 부문) 총괄 ○ 사회적 고립 1인가구 실태조사 추진 ○ 우리동네돌봄단 운영관리 ○ 명예사회복지공무원 운영관리"
복지정책과,통합돌봄팀,주무관,02-3423-6033,○ 복지사각지대 발굴 계획 수립 및 운영 총괄 ○ 민관협력 복지사각지대 발굴 사업 운영 ○ 우체국 협력 복지등기우편 사업 추진 ○ 돌봄SOS사업 추진 ○ 통합돌봄지원사업 홍보물품 제작 및 지원 ○ 복지상담센터 운영 및 관리
사회보장과,사회보장과,과장,02-3423-5860,사회보장과 업무 총괄
사회보장과,생활보장팀,팀장,02-3423-5861,○ 생활보장팀 업무 총괄 ○ 기초생활보장수급자 및 저소득주민 민원 상담
